"","Condition","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity"
"2484","Used",3188.32,2010,17472,"other","Yamaha","Standard",100,518,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"402","Used",12237.58,2016,664,"black","Harley-Davidson","Cruiser",100,44,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"2934","Used",1966.74,2004,15000,"yellow","Triumph","Naked",100,407,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"442","Used",11991.85,2012,10558,"black","Harley-Davidson","Cruiser",100,22,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3520","New",8792.1,2010,1,"blue","Other","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2158","Used",452.82,2013,7465,"black","Harley-Davidson","Gasoline",100,342,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2605","Used",4098.17,2007,11570,"red","Ducati","Sport Bike",100,813,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.022222222,0.294444444
"198","Used",3229.36,2006,54329,"other","Harley-Davidson","Touring",9.8,3280,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.354166667,0.620833333
"3961","Used",7643,2015,69,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3275","New",7489.68,2017,30,"green","Other","Standard",100,327,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3937","Used",22942.56,2013,12629,"other","Harley-Davidson","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5277","Used",3775,2006,19931,"black","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3547","Used",20757.15,2014,3587,"red","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4569","Used",17846.19,2015,5414,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"56","Used",13077.5,2008,34530,"red","Harley-Davidson","Other",100,40,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0,0
"3730","Used",9100.93,2016,4200,"white","Harley-Davidson","Touring",100,1383,"other",FALSE,TRUE,0,FALSE,1,FALSE,0.8,0.75
"862","Used",2578.83,1974,5000,"red","Honda","Café Racer",100,33,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3561","New",13928.1,2016,1,"blue","Yamaha","Sport Bike",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1802","Used",14347.19,2014,1085,"white","Harley-Davidson","Gasoline",100,104,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.425,0.425
"629","Used",3939.93,2012,16900,"black","Harley-Davidson","Cruiser",6.6,372,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4285","Used",6763.56,2014,139,"white","Other","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1737","New",30358.68,2017,8,"black","Indian","Touring",100,10,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1374","Used",4465.4,2009,4272,"white","Honda","Sport Bike",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1506","New",7464.7,2016,0,"green","Kawasaki","Off-Road",100,876,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4356","Used",20240.78,2016,1031,"white","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2971","Used",10829.28,2008,17543,"white","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1607","New",12801.68,2016,1,"green","Kawasaki","Touring",100,334,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3425","Used",14174.83,2015,2247,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4280","Used",13104.73,2014,6748,"other","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2765","Used",16806.03,2015,5416,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"583","Used",4333.13,2005,17800,"blue","Harley-Davidson","Touring",100,198,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4014","Used",22488.69,1971,2,"other","Ducati","Café Racer",100,16068,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.32,0.73
"200","New",64548,2017,0,"red","Honda","Touring",100,1645,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3552","New",13567.1,2015,1,"red","Yamaha","Sport Bike",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"805","Used",2514.83,2009,5000,"black","Harley-Davidson","Cruiser",5.8,152,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4346","Used",19401.48,2011,19000,"other","Harley-Davidson","Standard",6.4,992,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2092","New",14015.28,2017,30,"other","Ural","Gasoline",9.7,3060,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4425","Used",30452,1981,1,"red","Ducati","Gasoline",8.6,2251,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1799","Used",21872.66,2014,49734,"red","Harley-Davidson","Cruiser",100,179,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3641","Used",18540.05,2014,19834,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4821","Used",38915.4,2017,2864,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2466","Used",2699.31,2002,34621,"blue","Suzuki","Dual-Purpose",9.2,541,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"3729","Used",51601.76,2014,2707,"orange","Harley-Davidson","Gasoline",100,824,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3707","Used",4857.61,2014,5061,"black","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4029","Used",7517.71,2014,0,"blue","Yamaha","Off-Road",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"1675","Used",4485.94,2013,15878,"green","Kawasaki","Sport Bike",100,35,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"1876","Used",2366.44,1947,0,"blue","Other","Scooter",100,1098,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.91,0.78
"4670","Used",9901.46,2005,8688,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"4231","New",18469,2017,7,"black","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1615","Used",7464.45,2006,833,"yellow","Yamaha","Sport Bike",100,732,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1027","Used",17493.78,1997,20025,"white","Harley-Davidson","Cruiser",100,734,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.503787879,0.734848485
"3468","Used",8109.91,2009,5819,"other","Harley-Davidson","Gasoline",100,28,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2678","Used",2448.4,2000,1000,"blue","Yamaha","Off-Road",100,1431,"other",FALSE,TRUE,0,FALSE,0,FALSE,-0.5,0.5
"4675","Used",9785.77,2007,11080,"white","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2559","Used",16159.86,2005,5700,"other","Other","Chopper",100,304,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,-0.0875,0.345833333
"4658","Used",11126.43,2014,860,"green","Kawasaki","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2397","Used",1375.01,1978,5994,"black","Suzuki","Cruiser",100,37,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"645","Used",13211.68,2015,4171,"black","Harley-Davidson","Cruiser",100,2250,"other",FALSE,TRUE,2,TRUE,0,FALSE,0.593333333,0.7
"3350","Used",74191.7,2017,21,"red","Other","Gasoline",100,1765,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2807","Used",4521.16,2012,7213,"black","Triumph","Naked",100,19,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1015","Used",7959.15,2001,23600,"red","Harley-Davidson","Touring",100,306,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.476666667,0.91
"2708","New",29477.9,2016,0,"other","Indian","Touring",100,47,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3876","New",27743.1,2016,1,"red","Can-Am","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5002","New",11548.9,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2396","Used",3236.79,2011,150,"blue","Yamaha","Off-Road",100,9,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4935","New",11550,2017,0,"yellow","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5018","Used",14699.96,2014,5400,"white","Can-Am","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1288","Used",30708.68,2015,6200,"other","Harley-Davidson","Trike",100,176,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2976","Used",2228.49,2001,1,"yellow","Ducati","Sport Bike",7.7,923,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.087037037,0.262962963
"1570","Used",2139.39,2009,21176,"green","Kawasaki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"336","Used",11326.21,2005,20776,"blue","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,0,TRUE,0,TRUE,0.466666667,0.55
"5250","Used",6298.94,2008,20060,"black","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4576","Used",13014.64,2002,22830,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4850","New",19782.4,2017,3,"black","Indian","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"880","Used",3936.94,2008,23777,"other","Suzuki","Touring",100,876,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"582","Used",1004.53,2011,4219,"black","Harley-Davidson","Touring",100,395,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1375","Used",5268.09,2001,1980,"blue","Harley-Davidson","Chopper",9.7,1546,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"502","Used",25659.76,2016,2500,"black","BMW","Other",100,11,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2820","Used",897.67,2012,11300,"yellow","Triumph","Touring",100,272,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1735","Used",4833.35,2002,5795,"black","Honda","Cruiser",100,500,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2880","Used",15272.04,2012,14710,"other","BMW","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1267","Used",7953.94,2016,14860,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1792","Used",4977.18,2015,2650,"black","Kawasaki","Sport Bike",100,5,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3513","Used",6476.27,2006,8718,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5142","Used",7786.48,2004,46746,"blue","Harley-Davidson","Touring",100,168,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1293","Used",10852.84,1972,272,"black","Harley-Davidson","Chopper",100,5637,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3014","Used",24105.71,2016,5881,"red","Harley-Davidson","Touring",100,436,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2616","Used",13334.73,2015,3384,"orange","BMW","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4908","Used",18197.47,2013,15410,"black","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1241","Used",9573.85,2010,11218,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,FALSE,0.622222222,0.683333333
"12","Used",8730.62,1973,9305,"white","Harley-Davidson","Trike",100,300,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3785","Used",2407.27,2010,3207,"other","Harley-Davidson","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2680","Used",10853.25,2014,5300,"black","Triumph","Cruiser",100,168,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4732","Used",14640.57,2008,57462,"red","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1748","Used",8626.25,1975,7900,"red","Honda","Café Racer",80,3,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3949","New",13856.68,2015,0,"red","Yamaha","Cruiser",100,1354,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2095","Used",4737.54,2014,1232,"red","Honda","Other",100,3127,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3348","Used",69790.6,2017,0,"orange","Other","Gasoline",100,1765,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4453","Used",6144.98,2004,17897,"black","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4772","Used",5419.65,2016,1458,"red","Kawasaki","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3555","New",14649.1,2017,0,"other","Kawasaki","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4593","Used",4285.14,2007,11797,"red","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2533","Used",3754.7,2011,4146,"black","Kawasaki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"5011","Used",11906.02,2014,4512,"green","Triumph","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"5049","New",11440,2017,7,"black","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2950","Used",13.42,1983,21213,"blue","Suzuki","Standard",100,144,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"426","Used",6779.84,2013,2030,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"2039","Used",393.36,1983,7071,"blue","Honda","Cruiser",100,474,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3608","New",17439.1,2017,1,"black","Indian","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"107","Used",427.68,2007,27784,"red","Harley-Davidson","Touring",100,616,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2712","Used",15050.56,2016,1399,"red","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4927","Used",1854.86,2004,18104,"black","Other","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2838","Used",2019.96,2009,25755,"black","BMW","Dual-Purpose",100,65,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,-0.05,0.2
"5226","Used",4709.66,2004,15272,"red","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"947","Used",4010.64,1985,22800,"green","Harley-Davidson","Cruiser",100,1511,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.19375,0.354166667
"2456","Used",8693.06,2009,8900,"orange","Yamaha","Cruiser",100,64,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"584","Used",5512.43,2013,7764,"other","Harley-Davidson","Cruiser",100,477,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"739","Used",7579.75,2005,15141,"grey","BMW","Touring",100,55,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1057","Used",14193.88,2014,22297,"black","Harley-Davidson","Standard",100,312,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2530","Used",635.39,2013,1000,"red","Honda","Off-Road",100,227,"Owner",TRUE,TRUE,0,TRUE,0,FALSE,0.616666667,0.741666667
"2670","Used",7523.85,2004,40753,"red","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4437","Used",7031.48,2003,3798,"black","Yamaha","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"640","Used",16158.21,1997,17758,"red","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.358333333,0.791666667
"1144","Used",4255.99,1998,40195,"black","Honda","Touring",100,68,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2457","Used",4286.1,2006,9800,"black","Suzuki","Sport Bike",100,28,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1923","Used",28360.08,1947,21858,"red","Indian","Standard",100,53,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3903","Used",552,1997,50,"black","Other","Standard",100,962,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1541","Used",14382.49,1981,700,"black","Honda","Café Racer",100,63,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3165","Used",4607.09,2010,7400,"blue","Can-Am","Sport Bike",9.9,3097,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.4,0.525
"1744","Used",1109.26,1999,34000,"black","Yamaha","Cruiser",100,685,"Owner",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1638","Used",29588.78,2013,17528,"black","Harley-Davidson","Touring",100,1933,"other",FALSE,TRUE,1,FALSE,0,FALSE,0,0
"3335","Used",17390.14,2013,2606,"yellow","Can-Am","Touring",100,179,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"776","New",4307.54,2015,2,"other","Honda","Touring",9.9,32557,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"219","Used",3039.74,2006,20400,"red","Harley-Davidson","Touring",100,61,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,-0.25,0.4
"1440","New",11122.08,2017,0,"other","Honda","Dual-Purpose",9.8,21591,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1782","Used",5573.05,1979,18000,"other","Honda","Cruiser",100,301,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.6875,0.875
"3758","Used",19697.44,2016,20876,"black","Harley-Davidson","Gasoline",100,28,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2059","Used",2190.41,2011,6900,"black","Other","Cruiser",100,147,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.8,0.916666667
"1275","Used",777.53,2013,12668,"black","Yamaha","Scooter",100,211,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3385","Used",19718.99,2016,2167,"black","Harley-Davidson","Gasoline",100,2746,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1202","New",19321.5,2017,10,"black","BMW","Naked",100,12,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"475","Used",4238.3,1993,50000,"black","Harley-Davidson","Standard",100,470,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3839","Used",5372.43,2006,22184,"red","Honda","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2541","Used",2511.71,2003,22680,"black","Suzuki","Cruiser",100,142,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"119","Used",22365.33,2016,1432,"white","Harley-Davidson","Touring",100,69,"Private Seller",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"213","Used",52618.29,2017,1770,"other","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4719","Used",6581.5,2004,0,"green","Other","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"268","Used",3422.36,2005,61140,"blue","Harley-Davidson","Standard",9.8,3280,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.354166667,0.620833333
"193","Used",8508.93,2016,450,"black","Harley-Davidson","Cruiser",100,59,"other",TRUE,FALSE,0,FALSE,0,TRUE,0.6,0.9
"3620","New",30399.1,2017,1,"other","Indian","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"994","Used",10880.81,2010,37000,"red","Harley-Davidson","Touring",100,281,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3329","Used",13062.94,2013,14858,"other","Victory","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1853","Used",1560.05,2014,4423,"black","Yamaha","Cruiser",100,3,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1056","Used",7109.22,2012,10261,"blue","Harley-Davidson","Touring",100,8,"other",FALSE,TRUE,1,FALSE,1,FALSE,1,1
"2351","Used",7559.23,2000,6500,"black","Other","Chopper",100,597,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.7,0.466666667
"779","Used",4282.33,2004,8576,"red","Harley-Davidson","Cruiser",100,945,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3487","Used",19081.52,2016,705,"white","Kawasaki","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5097","New",24904,2017,0,"white","Can-Am","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4369","Used",12002.35,2008,48095,"grey","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2278","New",5336.28,2018,0,"blue","Yamaha","Off-Road",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2017","Used",6497.03,2011,8000,"black","Honda","Cruiser",100,258,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"173","Used",17590.42,2016,2134,"black","Harley-Davidson","Touring",8.8,101,"other",FALSE,TRUE,0,FALSE,0,TRUE,-0.166666667,0.433333333
"1953","Used",5936.97,2008,12000,"red","Yamaha","Touring",100,40,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1625","Used",1254.82,1955,9999999,"other","Indian","Dual-Purpose",100,5672,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4626","Used",11997,2012,9796,"other","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2983","Used",2325.72,2004,15178,"other","Other","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1531","Used",2815.3,2008,35225,"blue","BMW","Touring",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4816","Used",20765.17,2016,11193,"other","Harley-Davidson","Gasoline",100,28,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"728","New",13181.84,2016,1,"other","Kawasaki","Touring",100,876,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"3122","Used",4829.37,2006,19200,"orange","Victory","Cruiser",100,374,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2941","Used",27.34,2016,3185,"black","Harley-Davidson","Gasoline",100,28,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2129","Used",2303.97,1981,20000,"black","Other","Café Racer",100,91,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1290","New",11151.34,2014,1,"other","Yamaha","Cruiser",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2829","Used",4018.79,2009,24851,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4153","Used",8662.55,2003,50743,"orange","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4728","Used",28218.97,2014,807,"other","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2239","Used",2575.18,1972,22000,"black","Triumph","Café Racer",100,749,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0.25
"911","Used",16406.29,2016,5549,"black","Harley-Davidson","Cruiser",100,472,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1936","Used",4833.43,2004,8125,"other","Honda","Sport Bike",100,126,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.458333333,0.916666667
"493","Used",13083.28,2007,15873,"red","Harley-Davidson","Touring",100,136,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4149","Used",3174.61,2006,27702,"other","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4496","Used",15200.23,2011,4416,"orange","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1806","Used",14833.93,2016,802,"green","Kawasaki","Sport Bike",100,1342,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3093","Used",6278.35,2008,4293,"black","KTM","Dual-Purpose",100,191,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1836","Used",849.73,2011,8326,"yellow","Kawasaki","Standard",8.4,1758,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"178","Used",34139.33,2016,3755,"blue","Harley-Davidson","Cruiser",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2404","Used",4316.54,2012,1550,"white","Yamaha","Sport Bike",100,148,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"62","Used",928.84,1985,26000,"green","Kawasaki","Touring",100,520,"Owner",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1481","Used",8250.53,2010,14000,"red","Harley-Davidson","Cruiser",100,221,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4019","Used",1623.23,2001,35500,"black","Honda","Cruiser",100,4,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5198","Used",3257.41,2006,22931,"grey","Suzuki","Sport Bike",4.7,12409,"other",FALSE,FALSE,1,FALSE,0,FALSE,0.4,0.8
"1564","Used",2704.28,1993,4398,"red","Kawasaki","Sport Bike",100,1277,"Private Seller",TRUE,FALSE,0,TRUE,1,FALSE,0.4,0.875
"3913","Used",2410.89,2007,2500,"blue","Yamaha","Dual-Purpose",100,1,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.327777778,0.605555556
"2831","Used",559.73,2015,15169,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"2144","New",13857.68,2016,0,"red","Suzuki","Sport Bike",100,334,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4520","Used",4271.98,2007,28340,"red","Honda","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4438","Used",5483.93,2018,12174,"blue","Ducati","Gasoline",8.6,2251,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
