"","Condition","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity"
"2430","New",6870.8,2015,0,"red","Honda","Off-Road",100,1342,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4341","Used",7579.99,2011,28298,"green","Kawasaki","Sport Bike",100,163,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1399","New",2197.54,2017,1,"blue","Other","Dual-Purpose",9.5,1914,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4465","Used",20761.78,2015,2756,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3111","Used",3682.52,2006,25546,"orange","Honda","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2644","Used",2994.48,2014,10222,"black","Triumph","Cruiser",5.8,341,"other",TRUE,FALSE,1,TRUE,0,FALSE,1,1
"2002","Used",488,2004,26912,"black","Honda","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"5266","Used",4108.25,2000,87123,"white","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4924","New",11550,2017,0,"yellow","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1154","New",6402.34,2017,0,"red","Yamaha","Sport Bike",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1758","Used",7455.47,1999,19008,"other","Honda","Touring",100,203,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1150","Used",2993.02,1997,20779,"grey","BMW","Touring",100,42,"Private Seller",FALSE,TRUE,1,TRUE,0,FALSE,0.479166667,0.666666667
"2517","Used",405.5,1986,12837,"black","Honda","Sport Bike",100,411,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2745","New",10560,2017,0,"other","Other","Cruiser",100,750,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2763","Used",1782.18,1978,11374,"red","Yamaha","Sport Bike",100,41,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.3,0.68
"2056","Used",5770.62,1980,13873,"black","Yamaha","Touring",100,279,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1787","Used",21350.63,2012,7612,"other","Harley-Davidson","Touring",100,1,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"653","Used",3939.93,2012,16900,"black","Harley-Davidson","Cruiser",6.6,372,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1567","New",2501.4,2017,0,"red","Other","Sport Bike",100,2390,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1363","New",19254.84,2017,1,"red","Kawasaki","Touring",100,876,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1205","Used",24327.8,2015,6771,"black","Harley-Davidson","Touring",100,194,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"794","Used",5717.05,1993,61434,"black","Harley-Davidson","Touring",100,502,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.8,0.75
"1837","Used",9233.27,2009,23698,"grey","BMW","Sport Bike",100,196,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3020","Used",16385.56,2014,17053,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5029","New",21994.5,2017,0,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5109","New",13634.5,2017,7,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"980","Used",8670.4,2002,21162,"red","Harley-Davidson","Cruiser",100,15,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"435","Used",11351.37,2012,11214,"red","Harley-Davidson","Cruiser",100,2250,"other",FALSE,TRUE,3,TRUE,0,FALSE,0.529090909,0.738636364
"2175","Used",10225.74,2013,3500,"other","Yamaha","Touring",100,148,"Private Seller",TRUE,FALSE,2,FALSE,0,TRUE,0.109090909,0.613636364
"2023","Used",641.93,2000,109826,"other","Honda","Gasoline",100,525,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4345","Used",4317.32,2010,861,"green","Other","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2898","Used",14770.39,2014,908,"orange","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"762","Used",6481.94,1998,3000,"black","Harley-Davidson","Touring",100,619,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2486","Used",2515.45,2002,3846,"black","Suzuki","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1373","Used",13551.94,2014,16381,"grey","BMW","Touring",100,116,"other",TRUE,FALSE,1,FALSE,0,TRUE,0.1,0.4
"1626","Used",1202.97,2012,30954,"other","BMW","Touring",100,570,"other",TRUE,TRUE,1,FALSE,0,FALSE,0.366666667,0.7
"1708","Used",4025.17,2006,2400,"blue","BMW","Dual-Purpose",100,52,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3414","Used",3179.47,2004,11419,"other","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5023","Used",11072.15,2004,11794,"yellow","Ducati","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"78","Used",62907.22,2016,3355,"other","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"5027","Used",20684.72,2016,19696,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2395","Used",2554.93,2009,999,"green","Kawasaki","Off-Road",100,219,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1410","Used",7343.98,1977,3448,"black","Harley-Davidson","Café Racer",100,436,"Private Seller",TRUE,FALSE,2,FALSE,1,FALSE,0.174715909,0.738636364
"644","Used",16895.53,2008,4089,"other","Harley-Davidson","Touring",100,17,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.462916667,0.915
"3912","New",27338.1,2016,1,"white","Can-Am","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4979","New",24726.9,2017,0,"red","Other","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"657","Used",15811.21,2007,7000,"blue","Harley-Davidson","Touring",100,344,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.255681818,0.602272727
"445","Used",49413.76,2013,2500,"black","Harley-Davidson","Touring",100,42,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1960","New",35638.68,2017,5,"other","Indian","Touring",100,253,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4277","Used",5390.34,2009,10463,"grey","Honda","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"135","New",3810.84,2017,1,"grey","Kawasaki","Naked",100,876,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"4756","Used",6469.83,2008,42900,"yellow","Honda","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2615","New",10771.5,2014,9,"yellow","Other","Sport Bike",100,126,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"904","Used",14096.49,1976,3000,"blue","BMW","Touring",100,179,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"671","Used",781.47,2004,1413,"red","Honda","Other",100,251,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3434","Used",12923.8,2009,10100,"white","Harley-Davidson","Cruiser",6.4,70,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"650","Used",7747.53,2007,25362,"black","Harley-Davidson","Touring",100,297819,"other",FALSE,TRUE,2,FALSE,0,FALSE,0.925,1
"202","Used",37302.73,2013,7530,"yellow","Harley-Davidson","Touring",100,37,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"713","New",4307.54,2015,2,"other","Honda","Touring",9.9,32557,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3263","Used",7238.28,2015,1440,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4027","Used",9091.15,2014,19733,"white","Yamaha","Standard",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"4175","Used",4814.37,2002,34643,"other","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1331","Used",2616.6,1974,7261,"orange","Kawasaki","Standard",100,22,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,1
"496","Used",9230.18,2006,17720,"black","Harley-Davidson","Standard",100,153,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"436","Used",4830.97,1977,12128,"blue","Harley-Davidson","Touring",100,595,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2912","Used",7870.15,2011,10780,"red","Ducati","Touring",100,64,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2951","Used",14000.78,2015,723,"red","Other","Naked",100,47,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.568181818,0.727272727
"1217","Used",8641.13,1993,58490,"black","Harley-Davidson","Cruiser",100,1179,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1613","Used",2881.74,2009,8900,"black","Suzuki","Naked",100,331,"Private Seller",TRUE,FALSE,2,FALSE,0,FALSE,0.5,0.65
"1294","New",1841.4,2017,1,"red","Other","Dual-Purpose",100,734,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"38","Used",11454.05,2013,6599,"black","Harley-Davidson","Touring",100,221,"other",TRUE,TRUE,2,FALSE,1,FALSE,0,0
"4913","New",12596,2018,0,"other","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2811","New",19728.09,2015,890,"black","Can-Am","Cruiser",100,673,"other",TRUE,TRUE,0,FALSE,0,TRUE,0,0
"331","Used",22114.02,2009,8084,"red","Harley-Davidson","Touring",100,97,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4115","Used",6274.84,2013,14854,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"824","Used",19051.45,2015,4700,"black","Harley-Davidson","Cruiser",100,101,"Private Seller",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"4933","Used",19142.44,2015,10472,"other","Harley-Davidson","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5239","Used",5881.38,2016,23440,"grey","Kawasaki","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"242","Used",21270.57,2008,19998,"blue","Harley-Davidson","Custom",100,1,"other",FALSE,TRUE,3,FALSE,0,FALSE,0.476666667,0.91
"3824","Used",10851.12,2014,6555,"other","Triumph","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1652","Used",10730.22,1995,106752,"other","Honda","Trike",100,430,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2863","Used",255.62,2016,2411,"black","Harley-Davidson","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4066","Used",8697.51,2016,0,"white","KTM","Off-Road",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"2963","Used",16353.29,2006,53467,"green","Harley-Davidson","Gasoline",100,4,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"934","Used",9265.77,2011,16105,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.9,0.875
"2970","Used",24105.71,2016,5881,"red","Harley-Davidson","Touring",100,436,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1572","Used",34004.08,2015,782,"black","Harley-Davidson","Touring",100,3127,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4252","Used",4904.8,2001,1,"black","Other","Gasoline",8.6,2251,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4828","New",11990,2017,0,"blue","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4269","Used",24577.36,2016,1683,"red","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1412","New",5672.56,2015,2,"blue","Suzuki","Standard",8.9,3148,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1066","Used",7959.15,2001,23600,"red","Harley-Davidson","Touring",100,306,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.476666667,0.91
"5006","Used",24108.41,2015,5707,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5025","Used",4314.38,2013,2104,"black","Other","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4771","Used",11806.75,2005,33681,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1186","New",33656.93,2017,3,"blue","Honda","Touring",9.8,21591,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2611","Used",8940.75,2015,617,"black","Ducati","Sport Bike",100,837,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5202","Used",5144.58,2007,20780,"black","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2643","Used",4093.95,2008,11600,"red","Victory","Cruiser",100,66,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,1,1
"5240","Used",25747.53,2015,16927,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"419","Used",17490.16,2009,11900,"black","Harley-Davidson","Sport Bike",100,2,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3625","Used",3947.92,2006,19893,"orange","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2233","Used",6837.5,2016,1176,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"2682","Used",740.51,1997,62888,"yellow","Honda","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3356","Used",17358.03,2016,5418,"black","Victory","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2855","Used",3706.24,2000,19449,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2371","New",9896.68,2015,0,"white","Suzuki","Cruiser",100,334,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2378","Used",2305.8,1982,1300,"black","Other","Other",100,125,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4385","Used",9257.54,2014,5096,"orange","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2664","Used",3059,1999,51814,"black","Yamaha","Cruiser",100,259,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.316666667,0.625
"2001","Used",8150.2,2011,6500,"red","Yamaha","Sport Bike",100,5,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4142","Used",16997.9,2017,164,"black","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1511","Used",1684.16,1991,20000,"white","Kawasaki","Other",9.3,375,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0.2,0.2
"3800","Used",5227.78,2012,8286,"black","Harley-Davidson","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"525","Used",4333.13,2005,17800,"blue","Harley-Davidson","Touring",100,198,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3626","New",8792.1,2010,1,"red","Other","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1817","Used",2247.9,2016,6374,"other","Honda","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3142","Used",15263.55,2008,51783,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1706","Used",7188.88,2002,16662,"blue","Other","Cruiser",100,297820,"other",FALSE,TRUE,3,FALSE,0,FALSE,0.6625,0.7625
"873","Used",4742.44,2006,41092,"black","Harley-Davidson","Cruiser",100,1405,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.575,0.775
"4396","Used",8705.39,2007,1557,"other","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3374","Used",17526.46,2017,901,"other","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3271","Used",3064.69,2006,24624,"black","Yamaha","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4024","Used",7104.83,2007,8732,"red","Kawasaki","Cruiser",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"4647","Used",4056.54,2010,2406,"black","Triumph","Cruiser",3.4,738,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1897","Used",823.98,1990,716,"white","Honda","Dual-Purpose",100,377,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.066666667,0.433333333
"4535","New",26301,2017,0,"black","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1432","New",1506.34,2017,1,"blue","Other","Off-Road",9.5,1914,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2875","Used",3053.03,2005,80556,"black","Harley-Davidson","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"5088","New",25624.5,2017,7,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3570","New",18697.1,2015,24,"grey","Yamaha","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"792","Used",4350.59,1990,1e+05,"other","Harley-Davidson","Other",100,460,"Owner",TRUE,FALSE,1,FALSE,0,FALSE,0.7,0.6
"380","Used",18726.59,2015,2810,"black","Harley-Davidson","Cruiser",100,910,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1348","Used",16433.05,2016,992,"black","Harley-Davidson","Touring",100,846,"Private Seller",FALSE,TRUE,1,FALSE,0,TRUE,1,1
"181","Used",44613.92,2017,2280,"white","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1664","Used",1493.11,1981,4860,"black","Suzuki","Standard",100,19,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4018","Used",3848,2015,0,"green","Kawasaki","Off-Road",100,246,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5151","New",20898.9,2017,2,"black","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1254","Used",10952.15,2016,6340,"black","Harley-Davidson","Other",100,1525,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.8,0.75
"1544","Used",6039.75,2003,10146,"black","Honda","Touring",100,14,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4455","Used",11470.9,2014,1340,"grey","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2332","Used",2636.67,2014,8799,"other","Harley-Davidson","Cruiser",8.6,1122,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.5,0.5
"157","Used",9204.19,2011,5042,"other","Harley-Davidson","Touring",100,933,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.157575758,0.603030303
"5235","Used",3632.35,2006,17410,"white","Suzuki","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"760","Used",4145.67,2004,24280,"black","Harley-Davidson","Cruiser",100,230,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.6,1
"5108","New",22770,2017,7,"white","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1896","Used",4729.88,2007,8200,"black","Suzuki","Sport Bike",100,10,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3233","New",25169.76,2017,36,"white","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4157","Used",6699.03,2006,17801,"other","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4960","Used",10752.72,2005,83136,"other","Harley-Davidson","Gasoline",100,5,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4292","Used",8695.24,2013,14274,"other","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2253","Used",6823.43,2011,12800,"black","Suzuki","Sport Bike",100,77,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1104","Used",5602.77,2003,7500,"blue","Suzuki","Sport Bike",100,328,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2230","New",10387.96,2016,325,"blue","BMW","Standard",100,12,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3207","Used",4256.45,2008,3481,"other","Yamaha","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5146","Used",16334.89,1992,57590,"black","Other","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3437","Used",10864.64,1999,18508,"red","Honda","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4420","Used",17595.9,2014,0,"red","Indian","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1655","Used",10357.68,2012,3758,"red","Yamaha","Sport Bike",100,22,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4794","Used",11913.83,2015,786,"blue","Suzuki","Standard",100,163,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3152","Used",1584.41,2015,473,"red","Triumph","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3244","New",24548.04,2017,36,"green","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4815","Used",15875.15,2016,1306,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"920","Used",11766.56,2011,25442,"grey","BMW","Touring",100,726,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1097","Used",4822.53,2001,14000,"yellow","Harley-Davidson","Other",100,153,"Owner",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4402","Used",6464.9,2006,73119,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4668","Used",10287.69,2012,16837,"white","Kawasaki","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4171","Used",4274.99,2005,21826,"blue","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4475","New",16500,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1759","Used",4317.17,2014,30,"blue","Yamaha","Off-Road",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.4,0.875
"4309","New",23116.5,2017,0,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2817","Used",13843.6,2015,2541,"other","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5268","Used",2968.56,2004,56633,"blue","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3773","Used",3636.31,2004,44173,"blue","Harley-Davidson","Cruiser",100,3743,"other",FALSE,TRUE,0,FALSE,0,FALSE,-0.071428571,0.142857143
"359","Used",9623.39,2008,7700,"black","Harley-Davidson","Touring",100,45,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.341666667,0.716666667
"1825","Used",17837.89,2015,362,"black","BMW","Cruiser",100,598,"other",FALSE,TRUE,3,FALSE,0,FALSE,0.374545455,0.639818182
"365","Used",3175.67,2002,12500,"black","Harley-Davidson","Cruiser",100,41,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3600","New",8792.1,2010,1,"red","Other","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4687","Used",8506.35,2016,1159,"blue","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3002","New",11085,2014,13,"black","Victory","Touring",100,825,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1395","Used",4510,2017,0,"other","Other","Chopper",100,107,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4037","Used",8632.62,2006,8419,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2683","Used",6077.57,2013,2405,"other","Suzuki","Cruiser",100,35,"other",FALSE,TRUE,2,FALSE,0,FALSE,0.5,0.65
"4954","Used",20822.22,2014,756,"black","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4666","Used",13670.42,2015,1716,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"856","Used",29380.71,2015,8500,"other","Harley-Davidson","Trike",100,397,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"1964","Used",28964.06,2016,1626,"white","KTM","Naked",100,571,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4861","Used",7575.52,2009,46093,"other","BMW","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3779","Used",39380.41,2008,9500,"red","Harley-Davidson","Touring",100,46,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4193","New",24354,2017,7,"blue","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"867","Used",12385.06,2008,22520,"other","Harley-Davidson","Touring",8.8,101,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"527","Used",7937.32,2010,2535,"other","Harley-Davidson","Touring",7.4,259,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,1
"3945","Used",7552.87,2014,5500,"black","Suzuki","Sport Bike",100,88,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3892","Used",12357.99,2016,1098,"red","Other","Standard",100,168,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3915","Used",26312.62,2016,4575,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2245","Used",2464.04,2006,4300,"green","Kawasaki","Cruiser",100,1176,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"4419","Used",6837.2,2014,5271,"grey","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
